Car Model ,Review,Style,Comfort,Fuel Economy,Performance,Value for Money
2013 Suzuki Cultus,Do you find this review helpful? YesNo Report (2 out of 2 people found this review helpful),5-rating,2-rating,5-rating,5-rating,5-rating
2017 Honda City Aspire 1.5 i-VTEC,Good shape fuel consumption is awesome I am totally amazed by performance of this car although I have gli but good car over all I am using 1.3 over all a good car to have in ur garage driving is so soft some comfet issues if u have 5 persons then have some issues,2-rating,4-rating,5-rating,5-rating,5-rating
2014 Toyota Aqua G,Do you find this review helpful? YesNo Report (0 out of 1 person found this review helpful),4-rating,5-rating,5-rating,4-rating,5-rating
2017 Honda City Aspire 1.5 i-VTEC,nice car i liked it very much it colore is grey and it is very nice car it is very smooth in ride and it also has AC which is very good you all should own this car it is very nice and it is also for long root such as if you have to go to lahore then it is very nice,4-rating,5-rating,5-rating,5-rating,3-rating
2017 Honda BR-V i-VTEC S,Do you find this review helpful? YesNo Report (2 out of 2 people found this review helpful),5-rating,5-rating,5-rating,5-rating,5-rating
2017 Suzuki Wagon R VXL,It's exterior is good then corolla. It's interior is not so good and not so bad it is in middle corolla interior is quite amazing. This car is more comfortable then corolla. This car has very good mileage then corolla. If you want my opinion to buy which car I will recommend you city because I had drive quite amazing and it's resale value is also great. ,5-rating,2-rating,4-rating,5-rating,2-rating
2014 Hyundai Tucson,Do you find this review helpful? YesNo Report (1 out of 2 people found this review helpful),5-rating,5-rating,5-rating,5-rating,3-rating
2016 Toyota Hilux Revo G Automatic 3.0,its a fine car with fuel average of 25 to 30 km/L interior and seats quality is outstanding price is little bit high but no comparison with local manufacturer cars its 100% recommended but make sure that seller have the original auction sheet and car grade must be more than 3.5. ,4-rating,5-rating,5-rating,5-rating,3-rating
2006 Honda City,Do you find this review helpful? YesNo Report (0 out of 0 people found this review helpful),2-rating,4-rating,5-rating,5-rating,4-rating
2017 Toyota Fortuner,"2nd generation fortuner is much better than previous model.....interior and exterior both awesome, but there is only one variant 2.7 L in pakistan...without push start and sunroof....new variant 4.0 L with push start and panoromic sunroof should b launched...any body can pay extra 8 to 10 Lac with these options....thanks",4-rating,3-rating,3-rating,3-rating,4-rating
2007 Suzuki Alto GII,Do you find this review helpful? YesNo Report (1 out of 1 person found this review helpful),3-rating,3-rating,3-rating,4-rating,3-rating
2006 Toyota Corolla,exterior is good and perfect for 658 cc car and interior is comfortable and power steering gives smooth drive fuel economy is also good and air conditioning system works smooth and air bags make car more safe to drive shocks perfect ....... but price is 50000 high,3-rating,3-rating,4-rating,5-rating,3-rating
2017 Audi A8,Do you find this review helpful? YesNo Report (1 out of 1 person found this review helpful),3-rating,4-rating,5-rating,3-rating,4-rating
2009 Toyota Belta,Good looking interior and exterior Comfrtable Good fuel averege Good capacity Ac power very good Engine also good Easy to drive  ,4-rating,4-rating,5-rating,4-rating,2-rating
2017 Suzuki Cultus,Do you find this review helpful? YesNo Report (0 out of 1 person found this review helpful),3-rating,5-rating,3-rating,3-rating,5-rating
2017 Honda Civic,............................ All r good.......................... Beautiful looks like decent car.................... smooth drive and comfortable ................................................................................................... ,4-rating,5-rating,3-rating,5-rating,2-rating
2017 Toyota Corolla GLi Automatic 1.3 VVTi,Do you find this review helpful? YesNo Report (0 out of 0 people found this review helpful),5-rating,3-rating,4-rating,4-rating,5-rating
2017 Suzuki Cultus,Exterior looks more of an extended version of vitz..car feels small compared to 1.3 cc sedans from the outside..smaller in lenght..fuel economy is between 10 to 12 kmpl for 1.3 versiin which is very bad. interior has kind of hundred flaws..dashboard cant hold anything..terrible road grip..wont recommend to anyone,5-rating,3-rating,3-rating,2-rating,5-rating
2017 Suzuki Wagon R VX,Do you find this review helpful? YesNo Report (1 out of 1 person found this review helpful),3-rating,3-rating,5-rating,2-rating,2-rating
2017 Suzuki Cultus VXL,"It has very beautiful look and a loving interior as well. It has moderate engine and it gives a good mileage. I realy like this car and find it perfect for me But There is a little problem that I have not money to buy I have 460 in my pocket.When I shall be capable, I wil InshaAllah buy.:-)",4-rating,4-rating,5-rating,5-rating,1-rating
1993 Daewoo Racer Base Grade 1.5,Do you find this review helpful? YesNo Report (1 out of 5 people found this review helpful),3-rating,3-rating,4-rating,5-rating,5-rating
2017 Honda BR-V i-VTEC S,I went to Bagh AJK and it performed very well even with 6-7 passengers and some luggage. Only thing missing is arm rest. Honda please provide armrest as its a must. Good looks and ample leg space. In this price its good value for money. Suspension and ground clearance is very nice.,5-rating,4-rating,5-rating,5-rating,5-rating
2017 Honda BR-V,Do you find this review helpful? YesNo Report (5 out of 5 people found this review helpful),4-rating,5-rating,5-rating,5-rating,5-rating
2016 Mercedes Benz C Class C180 Avantgarde,It is a brilliant car as it is the cheapest 7seater suv in Pakistan it has all qualities of comfort and give a excellent drive it shape is different it all rear seats can bent it is very spacious and the car is bit high so it would attract many people who want to go to Nothern areas,5-rating,5-rating,5-rating,5-rating,1-rating
2017 Honda Civic Oriel 1.8 i-VTEC CVT,Do you find this review helpful? YesNo Report (1 out of 2 people found this review helpful),5-rating,5-rating,5-rating,5-rating,5-rating
2007 Honda Life,"This car has full points in style. It has an amazing interior and awesome cockpit lighting. Pretty much everything about it is great from outside. However, underneath there are issues. Car will knock from day 1. I know other owners of this model having same issue. Standard reply from Shahnawaz motors would be to change fuel pump. I have changed 3 so far (only HOBC). Brake-pads will start failing at only 6000 KM. You will again get standard reply from them ""this is because of drivers rash driving style"". My driving style has been same since I started driving and never there has been a need to change brake pads before 16000-18000 km in any car. This again has happened to other owners of this model. However, Mercedes and Shahnawaz will refuse to accept that there is something wrong with vehicle.  Overall, I would strongly recommend to buy either A4 or BMW 3. First hand reviews are great plus their after sales is what a premium brands service should be.  More ",5-rating,5-rating,5-rating,1-rating,5-rating
2017 Suzuki Swift,Do you find this review helpful? YesNo Report (2 out of 2 people found this review helpful),5-rating,5-rating,5-rating,1-rating,3-rating
1987 Suzuki FX GA,Exterior is too good or look like a sports car The pick of the car is to good or faster then Toyota Grande.The quality of interior or exterior is too good Alloy Rims is to beautiful or good looking Fule Average is to good then grande Seat of this car is comfortable over all car is very good ,5-rating,5-rating,1-rating,5-rating,5-rating
2013 Honda City Aspire 1.5 i-VTEC,Do you find this review helpful? YesNo Report (0 out of 1 person found this review helpful),5-rating,5-rating,1-rating,5-rating,2-rating
2017 Suzuki Mehran VXR Euro II,"I Love this car. I am driving Honda Life for more than 5 year. It's starting is very amazing. Its speed is very awesome. It runs like a Sports Car. I drived this car at full speed @ 140 km. During driving I left behind almost all Pakistani cars of 1300, 1500 and 1800 cc. This is a very spacious and comfortable car. Since I always run this car at full speed therfore I don't care fuels economy. Its AC is very good. Without any service it is working very fine for the last 5 years. I carried out its tuning myself. Its body and paint is of very high standard and quality. Its colour is white. I am very lazy in its service and polishing but its shining looks like a new one. I don't like any other car so I don't want to replace it. If I have to replace it then I will prefer Honda CR-Z or Honda Fit Hybrid. More ",5-rating,2-rating,1-rating,5-rating,2-rating
2015 Toyota Corolla GLi Automatic 1.3 VVTi,Do you find this review helpful? YesNo Report (1 out of 1 person found this review helpful),5-rating,1-rating,5-rating,5-rating,3-rating
2017 Honda Civic,"As of being an owner of this car I'll glade to have this by my side.... interior wise it's nice, but the doors when you close them makes sounds cheap, the quality of interior is fine too, Exterior wise it looks good, the aerodynamic shape is blazing.... Talking about the drive mood, it gave amazing road grip and comfortabilty for the driver, how ever fuel economy is poor, hardly it has given me 8-9 in city and 10-11 on highways....",5-rating,1-rating,5-rating,4-rating,1-rating
2017 Suzuki Cultus VXL,Do you find this review helpful? YesNo Report (2 out of 2 people found this review helpful),2-rating,1-rating,5-rating,3-rating,4-rating
2017 Suzuki Cultus VXL,Ride quality is better than city. Much better than city. more fuel efficient and very spacious inside. Safety features are comparable to International standards. People complaining thing plastic used inside don't understand that the car design is meant to be LIGHT. it supposed to have low weight. ,5-rating,5-rating,5-rating,5-rating,5-rating
